disease	biological_unit	gene	program	biological_role	IDW_spatial_Pearson	MAP_spatial_Pearson	delta_spatial_Pearson	IDW_RMSE	MAP_RMSE	delta_RMSE	residual_Pearson
MASLD	VLP121_D_C2	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	0.08687051782661777	0.340545096099905	0.25367457827328727	0.8129993000000001	0.56480515	-0.2481941500000001	0.7340825381077173
MASLD	VLP121_D_C3	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	0.03530037252613335	0.4196321559883669	0.38433178346223357	1.7133889	1.975852	0.26246309999999995	0.6181009122208004
MASLD	VLP121_D_C3	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	-0.024965242511698203	-0.031800743770664074	-0.00683550125896587	0.7896721	0.70916915	-0.08050294999999996	0.5890264665629444
MASLD	VLP121_D_C3	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	-0.09970470716459116	0.21206043541629754	0.3117651425808887	0.56171805	0.5248611	-0.03685695	0.5200129291091514
MASLD	VLP121_D_C3	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	0.08282392684572247	0.02391653456095831	-0.05890739228476416	0.8163406	0.74324805	-0.07309254999999992	0.5373429628040072
MASLD	VLP121_D_C4	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	-0.2500432170868413	0.5671704655911182	0.8172136826779595	1.3128341000000001	1.4148815000000001	0.10204740000000001	0.7536992146706766
MASLD	VLP121_D_C4	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	-0.072459639099246	0.5448893363963505	0.6173489754955965	0.8081369	0.54301465	-0.26512225	0.7198158975011151
MASLD	VLP121_D_C4	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	-0.06517312663806803	0.2526172757364092	0.3177904023744772	0.5154998	0.44845680000000004	-0.06704299999999991	0.579388361279839
MASLD	VLP121_D_C4	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	-0.11172330348114552	0.4794828476991677	0.5912061511803133	1.4854325000000002	0.61369973	-0.8717327700000002	0.7514409472354554
MASLD	VLP121_D_C5	SCD	lipid_metabolic_reprogramming;steatosis_associated	fatty-acid desaturation and steatosis-associated lipid synthesis	0.13935580989762605	0.26361238300774714	0.12425657311012109	1.0588546	1.3082832	0.2494285999999999	0.5115475246607618
MASLD	VLP121_D_C5	DCN	extracellular_matrix_fibrosis	stromal extracellular-matrix organization and fibrotic remodeling	-0.05879682941050265	0.5551042498775539	0.6139010792880566	0.78671813	0.52255934	-0.26415879	0.7659705178420679
MASLD	VLP121_D_C5	NFKBIA	inflammation	NF-kappaB feedback and inflammatory signaling	0.03862642557339016	-0.01521075602678906	-0.053837181600179224	0.49903798	0.46492395	-0.03411403000000002	0.4709177563146793
MASLD	VLP121_D_C5	TAT	hepatocyte_zonation	periportal amino-acid metabolism and hepatocyte zonation	0.19612569855031256	0.3668385225585536	0.17071282400824103	1.2013395	0.5702663	-0.6310732	0.6327397635146661
PSC	PSC011_A1	KRT8	ductular_reaction	epithelial intermediate filament represented in ductular reaction	-0.019214522349474274	0.5551964339386959	0.5744109562881702	0.6387724	0.46566316	-0.17310924	0.6831083410954153
PSC	PSC011_A1	DCN	portal_fibrotic	portal stromal matrix and fibrotic remodeling	-0.045467237339355066	0.6525115555186418	0.6979787928579969	0.7421220000000001	0.44449607	-0.29762593000000004	0.7982174054378325
PSC	PSC011_A1	TAT	hepatocyte_zonation	periportal hepatocyte identity and zonation	-0.04414366294427559	0.7676510496660104	0.811794712610286	0.8393402	0.46688277	-0.37245743	0.8668390473311904
PSC	PSC011_A1	TIMP1	ecm_remodeling	matrix metalloproteinase inhibition and extracellular-matrix turnover	-0.009122666252387779	0.6748527585991536	0.6839754248515414	0.9785556000000001	0.8246023000000001	-0.15395329999999996	0.6074584016816862
PSC	PSC011_B1	KRT8	ductular_reaction	epithelial intermediate filament represented in ductular reaction	0.00477119892092872	0.595412132614614	0.5906409336936853	0.6277236999999999	0.449446	-0.17827769999999987	0.7065014313579632
PSC	PSC011_B1	DCN	portal_fibrotic	portal stromal matrix and fibrotic remodeling	-0.013664815253414632	0.5524855827353579	0.5661503979887725	0.72925645	0.44935888	-0.27989756999999993	0.762967565679035
PSC	PSC011_B1	TAT	hepatocyte_zonation	periportal hepatocyte identity and zonation	0.04996282918740325	0.7701030012574351	0.7201401720700319	0.8243360000000001	0.49325866	-0.33107734000000005	0.8401329520483133
PSC	PSC011_B1	TIMP1	ecm_remodeling	matrix metalloproteinase inhibition and extracellular-matrix turnover	-0.002600155114982648	0.6369754829274457	0.6395756380424283	0.9113919	0.7807793000000001	-0.13061259999999997	0.6072072397335531
PSC	PSC011_C1	KRT8	ductular_reaction	epithelial intermediate filament represented in ductular reaction	0.04546637058422438	0.5329247970446934	0.48745842646046905	0.5947788	0.4472049	-0.14757390000000004	0.6560671200724699
PSC	PSC011_C1	DCN	portal_fibrotic	portal stromal matrix and fibrotic remodeling	-0.09786664851675116	0.4973927614611898	0.595259409977941	0.75671446	0.45012748	-0.30658697999999995	0.7777826234099458
PSC	PSC011_C1	TAT	hepatocyte_zonation	periportal hepatocyte identity and zonation	0.034254532660830346	0.7506272383443776	0.7163727056835473	0.78144366	0.47651222	-0.30493144	0.8362762152139684
PSC	PSC011_C1	TIMP1	ecm_remodeling	matrix metalloproteinase inhibition and extracellular-matrix turnover	-0.024246693604233014	0.57263267367224	0.5968793672764731	0.89144325	0.76799154	-0.12345170999999999	0.5839520378663619
PSC	PSC011_D1	KRT8	ductular_reaction	epithelial intermediate filament represented in ductular reaction	0.02509281930493333	0.4929531065155797	0.4678602872106464	0.6133165	0.47934252	-0.13397398000000005	0.6282604974677363
PSC	PSC011_D1	DCN	portal_fibrotic	portal stromal matrix and fibrotic remodeling	-0.03459213452501295	0.5631376961671892	0.5977298306922022	0.8415028	0.52987754	-0.31162526	0.7591486659991197
PSC	PSC011_D1	TAT	hepatocyte_zonation	periportal hepatocyte identity and zonation	0.057788019322029774	0.7312753217416649	0.6734873024196351	0.9132553	0.57476777	-0.33848753	0.7939206213698236
PSC	PSC011_D1	TIMP1	ecm_remodeling	matrix metalloproteinase inhibition and extracellular-matrix turnover	-0.019863755460716115	0.5891754355477826	0.6090391910084987	0.90908855	0.8063446	-0.10274395000000003	0.5890832245222771
AH	Sah73	TUBB	regenerative_response	microtubule component represented in regenerative/proliferative response	0.01097782516593453	0.03644391432742461	0.02546608916149008	0.69490004	0.55027896	-0.14462108000000007	0.8441227068546636
AH	Sah73	CYP3A4	metabolic_dysfunction	zonated hepatocyte xenobiotic metabolism altered in liver injury	-0.009816112195511636	0.036180930174773036	0.04599704237028467	2.5412757000000004	1.8063232	-0.7349525000000003	0.7817839428059783
AH	Sah73	KRT8	hepatocyte_injury_stress	hepatocyte epithelial cytoskeleton and injury-associated remodeling	-0.05211534612550081	0.25847301925451965	0.31058836538002044	0.697214	0.64258194	-0.05463205999999998	0.5323561636188522
AH	Sah73	DCN	fibrosis_ecm	stromal extracellular-matrix organization	-0.0766208985166386	0.4664996163340931	0.5431205148507317	0.87821114	0.7496166	-0.12859454000000003	0.7653100662285341
AH	Sah73	NFKBIA	inflammatory_immune_response	NF-kappaB feedback and inflammatory signaling	0.02498285131403481	0.09693275876335686	0.07194990744932205	0.46187517	0.31428677	-0.1475884	0.6454168293072384
AH	Sah80	TUBB	regenerative_response	microtubule component represented in regenerative/proliferative response	0.015113745283982847	0.07728096869270243	0.06216722340871958	0.5961069	0.52829874	-0.06780816	0.6828040383611907
AH	Sah80	CYP3A4	metabolic_dysfunction	zonated hepatocyte xenobiotic metabolism altered in liver injury	0.021503622859803208	0.003396604846684492	-0.018107018013118717	2.5649197	1.6032703000000001	-0.9616493999999998	0.8242422613969229
AH	Sah80	KRT8	hepatocyte_injury_stress	hepatocyte epithelial cytoskeleton and injury-associated remodeling	-0.04446140325289226	0.2280334179098564	0.27249482116274865	1.1175378999999999	0.9909153	-0.1266225999999998	0.5328126129023932
AH	Sah80	DCN	fibrosis_ecm	stromal extracellular-matrix organization	0.017191375255779785	0.592313958182926	0.5751225829271462	0.7626038	0.51968473	-0.24291907000000001	0.7480150881995974
AH	Sah80	NFKBIA	inflammatory_immune_response	NF-kappaB feedback and inflammatory signaling	0.01897336873378634	0.3476315692693648	0.3286582005355784	0.5092849	0.4170808	-0.09220410000000007	0.5715273675505277
